# These numbers were manually extracted from the plot --- not high precision
# http://www.slac.stanford.edu/exp/glast/groups/canda/archive/p7rep_v15/lat_Performance_files/cPsfEnergy_P7REP_SOURCE_V15.png
# P7SOURCE_V6 PSF, TOTAL, 68% Containment
# Energy: MeV
# Containment Angle: deg		
# energy 	containment_angle
29.65100879793481 	11.723606254043286
51.73873301788144 	7.736558446458255
94.4776206532973 	5.260269178819283
166.73987580661353 	3.2707181462578148
301.03599055051575 	2.0952245546443553
519.3504668100018 	1.3027001373604765
948.3609962468593 	0.8221991631271518
1712.1926625144056 	0.49625216681600104
2887.5287417994473 	0.35805538043190005
5272.777843225045 	0.24710178297330804
9519.593878245552 	0.19209455635825684
16800.760751722682 	0.15848750824097046
31029.609904404937 	0.13472512269872708
52927.8448569265 	0.12520474933578474
95557.14328759768 	0.12351174504227881
164856.1917220873 	0.12930497808364025
294272.7176209282 	0.14156330269738635
